"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"172","black",TRUE,0.0259,487,465,34,0.073,0.07,"GO:0006518","BP",6,"peptide metabolic process",1,NA,6.2226471272388
"173","black",TRUE,0.00612,415,465,32,0.069,0.077,"GO:0043043","BP",6,"peptide biosynthetic process",2,NA,8.08851456862058
"174","black",TRUE,0.00279,400,465,32,0.069,0.08,"GO:0006412","BP",6,"translation",1,NA,5.22411829712768
"175","black",TRUE,0.0413,134,465,15,0.032,0.112,"GO:0006415","BP",6,"translational termination",2,NA,9.26716956496223
"176","black",TRUE,0.0106,200,465,20,0.043,0.1,"GO:0006413","BP",6,"translational initiation",1,NA,6.41935742148486
"177","black",TRUE,0.0472,76,465,11,0.024,0.145,"GO:0070124","BP",6,"mitochondrial translational initiation",1,NA,9.96031674552217
"178","black",TRUE,0.00583,3912,465,168,0.361,0.043,"GO:0071840","BP",4,"cellular component organization or biogenesis",1,NA,1.96957055877488
"179","black",TRUE,0.0346,3851,465,162,0.348,0.042,"GO:0016043","BP",4,"cellular component organization",1,NA,1.9854398449633
"180","black",TRUE,0.0183,1541,465,79,0.17,0.051,"GO:0043933","BP",4,"macromolecular complex subunit organization",2,NA,3.11496892666865
"181","black",TRUE,0.000144,2317,465,117,0.252,0.05,"GO:0006996","BP",4,"organelle organization",2,NA,2.57446566739696
"182","black",TRUE,0.000191,507,465,40,0.086,0.079,"GO:0007005","BP",4,"mitochondrion organization",3,NA,4.32374302055942
"183","black",TRUE,0.00251,3577,465,158,0.34,0.044,"GO:0044710","BP",1,"single-organism metabolic process",1,NA,2.28779154230712
"184","black",TRUE,0.0267,9915,465,355,0.763,0.036,"GO:0005623","CC",3,"cell",1,NA,0.275255071864458
"185","black",TRUE,0.00384,8097,465,305,0.656,0.038,"GO:0043226","CC",3,"organelle",1,NA,0.565605514134331
"186","black",TRUE,0.000583,7579,465,293,0.63,0.039,"GO:0043227","CC",3,"membrane-bounded organelle",2,NA,0.734472452582356
"187","black",TRUE,0.0203,9895,465,355,0.763,0.036,"GO:0044464","CC",3,"cell part",1,NA,0.27551579406643
"188","black",TRUE,3.49e-06,8662,465,335,0.72,0.039,"GO:0005622","CC",3,"intracellular",2,NA,0.458202476180666
"189","black",TRUE,3.65e-06,8495,465,330,0.71,0.039,"GO:0044424","CC",3,"intracellular part",3,NA,0.465375469578815
"190","black",TRUE,2.82e-07,6627,465,277,0.596,0.042,"GO:0005737","CC",3,"cytoplasm",4,NA,1.19900315497263
